PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"22335481","Opto-acoustic imaging of drug discovery biomarkers","Bednar B, Ntziachristos V.","Curr Pharm Biotechnol. 2012 Sep;13(11):2117-27. doi: 10.2174/138920112802502079.","Bednar B","Curr Pharm Biotechnol","2012","2012/02/17","","","10.2174/138920112802502079"
"27147371","Systematic study of target localization for bioluminescence tomography guided radiation therapy","Yu J, Zhang B, Iordachita II, Reyes J, Lu Z, Brock MV, Patterson MS, Wong JW, Wang KK.","Med Phys. 2016 May;43(5):2619. doi: 10.1118/1.4947481.","Yu J","Med Phys","2016","2016/05/06","PMC4859833","","10.1118/1.4947481"
"22125289","Fluorescent labeling of chitosan for use in non-invasive monitoring of degradation in tissue engineering","Cunha-Reis C, El Haj AJ, Yang X, Yang Y.","J Tissue Eng Regen Med. 2013 Jan;7(1):39-50. doi: 10.1002/term.494. Epub 2011 Nov 28.","Cunha-Reis C","J Tissue Eng Regen Med","2013","2011/11/30","","","10.1002/term.494"
"33583153","Transcutaneous monitoring of hemoglobin derivatives during methemoglobinemia in rats using spectral diffuse reflectance","Khatun F, Aizu Y, Nishidate I.","J Biomed Opt. 2021 Feb;26(3):033708. doi: 10.1117/1.JBO.26.3.033708.","Khatun F","J Biomed Opt","2021","2021/02/14","PMC7881097","","10.1117/1.JBO.26.3.033708"
"23757414","Zebrabow: multispectral cell labeling for cell tracing and lineage analysis in zebrafish","Pan YA, Freundlich T, Weissman TA, Schoppik D, Wang XC, Zimmerman S, Ciruna B, Sanes JR, Lichtman JW, Schier AF.","Development. 2013 Jul;140(13):2835-46. doi: 10.1242/dev.094631.","Pan YA","Development","2013","2013/06/13","PMC3678346","","10.1242/dev.094631"
"35925061","[The world of light in diagnostic medicine : Current developments in optical imaging]","Hilger I.","Radiologie (Heidelb). 2022 Jun;62(6):511-518. doi: 10.1007/s00117-022-01007-5. Epub 2022 May 20.","Hilger I","Radiologie (Heidelb)","2022","2022/08/04","","","10.1007/s00117-022-01007-5"
"31625321","Development of a blood oxygenation phantom for photoacoustic tomography combined with online pO2 detection and flow spectrometry","Gehrung M, Bohndiek SE, Brunker J.","J Biomed Opt. 2019 Oct;24(12):1-11. doi: 10.1117/1.JBO.24.12.121908.","Gehrung M","J Biomed Opt","2019","2019/10/19","PMC7005535","","10.1117/1.JBO.24.12.121908"
"26472699","CXCR4-targeted near-infrared imaging allows detection of orthotopic and metastatic human osteosarcoma in a mouse model","Guan G, Lu Y, Zhu X, Liu L, Chen J, Ma Q, Zhang Y, Wen Y, Yang L, Liu T, Wang W, Ran H, Qiu X, Ke S, Zhou Y.","Sci Rep. 2015 Oct 16;5:15244. doi: 10.1038/srep15244.","Guan G","Sci Rep","2015","2015/10/17","PMC4607947","","10.1038/srep15244"
"30646803","Early diagnosis of cerebral thrombosis by EGFP-EGF1 protein conjugated ferroferric oxide magnetic nanoparticles","Hu Y, Li Z, Shi W, Yin Y, Mei H, Wang H, Guo T, Deng J, Yan H, Lu X.","J Biomater Appl. 2019 Apr;33(9):1195-1201. doi: 10.1177/0885328218823475. Epub 2019 Jan 15.","Hu Y","J Biomater Appl","2019","2019/01/17","","","10.1177/0885328218823475"
"31339298","Coherent Raman Scattering Unravelling Mechanisms Underlying Skull Optical Clearing for Through-Skull Brain Imaging","Chen Y, Liu S, Liu H, Tong S, Tang H, Zhang C, Yan S, Li H, Yang G, Zhu D, Wang K, Wang P.","Anal Chem. 2019 Aug 6;91(15):9371-9375. doi: 10.1021/acs.analchem.9b02624. Epub 2019 Jul 26.","Chen Y","Anal Chem","2019","2019/07/25","","","10.1021/acs.analchem.9b02624"
"31519775","Monitoring Oxygenation Levels Deep in the Tumor Core: Noninvasive Imaging of Hypoxia, Now in Real-Time 3D","Klibanov AL, Hu S.","Cancer Res. 2019 Sep 15;79(18):4577-4579. doi: 10.1158/0008-5472.CAN-19-2151.","Klibanov AL","Cancer Res","2019","2019/09/15","","","10.1158/0008-5472.CAN-19-2151"
"25044309","Non-invasive in vivo tracking of fibrin degradation by fluorescence imaging","Wolbank S, Pichler V, Ferguson JC, Meinl A, van Griensven M, Goppelt A, Redl H.","J Tissue Eng Regen Med. 2015 Aug;9(8):973-6. doi: 10.1002/term.1941. Epub 2014 Jul 6.","Wolbank S","J Tissue Eng Regen Med","2015","2014/07/22","","","10.1002/term.1941"
"26844326","Quantitative In Vivo Imaging of Tissue Absorption, Scattering, and Hemoglobin Concentration in Rat Cortex Using Spatially Modulated Structured Light","Cuccia DJ, Abookasis D, Frostig RD, Tromberg BJ.","In: Frostig RD, editor. In Vivo Optical Imaging of Brain Function. 2nd edition. Boca Raton (FL): CRC Press/Taylor & Francis; 2009. Chapter 12.","Cuccia DJ","In Vivo Optical Imaging of Brain Function","2009","2009/01/01","","",""
"31894140","Patient-derived explants (PDEs) as a powerful preclinical platform for anti-cancer drug and biomarker discovery","Powley IR, Patel M, Miles G, Pringle H, Howells L, Thomas A, Kettleborough C, Bryans J, Hammonds T, MacFarlane M, Pritchard C.","Br J Cancer. 2020 Mar;122(6):735-744. doi: 10.1038/s41416-019-0672-6. Epub 2020 Jan 2.","Powley IR","Br J Cancer","2020","2020/01/03","PMC7078311","","10.1038/s41416-019-0672-6"
"28738734","A tissue factor-cascade-targeted nanoparticle forsite-directed inducing thrombosis","Jin W, Yin Y, Zhang B, Mei H, Wang H, Guo T, Shi W, Hu Y.","J Biomater Appl. 2017 Sep;32(3):342-348. doi: 10.1177/0885328217722740. Epub 2017 Jul 24.","Jin W","J Biomater Appl","2017","2017/07/26","","","10.1177/0885328217722740"
"22975677","Cell-based and in vivo spectral analysis of fluorescent proteins for multiphoton microscopy","Salomonnson E, Mihalko LA, Verkhusha VV, Luker KE, Luker GD.","J Biomed Opt. 2012 Sep;17(9):96001. doi: 10.1117/1.JBO.17.9.096001.","Salomonnson E","J Biomed Opt","2012","2012/09/15","PMC3438408","","10.1117/1.JBO.17.9.096001"
"30832394","Raman Imaging of Nanocarriers for Drug Delivery","Vanden-Hehir S, Tipping WJ, Lee M, Brunton VG, Williams A, Hulme AN.","Nanomaterials (Basel). 2019 Mar 3;9(3):341. doi: 10.3390/nano9030341.","Vanden-Hehir S","Nanomaterials (Basel)","2019","2019/03/06","PMC6474004","","10.3390/nano9030341"
"19581254","Quantitative photoacoustic tomography","Yuan Z, Jiang H.","Philos Trans A Math Phys Eng Sci. 2009 Aug 13;367(1900):3043-54. doi: 10.1098/rsta.2009.0083.","Yuan Z","Philos Trans A Math Phys Eng Sci","2009","2009/07/08","PMC2696112","","10.1098/rsta.2009.0083"
"26601859","Methods of Melanoma Detection","Leachman SA, Cassidy PB, Chen SC, Curiel C, Geller A, Gareau D, Pellacani G, Grichnik JM, Malvehy J, North J, Jacques SL, Petrie T, Puig S, Swetter SM, Tofte S, Weinstock MA.","Cancer Treat Res. 2016;167:51-105. doi: 10.1007/978-3-319-22539-5_3.","Leachman SA","Cancer Treat Res","2016","2015/11/26","","","10.1007/978-3-319-22539-5_3"
"30555786","In vivo tracking of orally-administered particles within the gastrointestinal tract of murine models using multispectral optoacoustic tomography","Bhutiani N, Samykutty A, McMasters KM, Egilmez NK, McNally LR.","Photoacoustics. 2018 Nov 17;13:46-52. doi: 10.1016/j.pacs.2018.11.003. eCollection 2019 Mar.","Bhutiani N","Photoacoustics","2018","2018/12/18","PMC6280634","","10.1016/j.pacs.2018.11.003"
"34411639","Quantitative Bioluminescence Tomography-Guided Conformal Irradiation for Preclinical Radiation Research","Xu X, Deng Z, Dehghani H, Iordachita I, Lim M, Wong JW, Wang KK.","Int J Radiat Oncol Biol Phys. 2021 Dec 1;111(5):1310-1321. doi: 10.1016/j.ijrobp.2021.08.010. Epub 2021 Aug 16.","Xu X","Int J Radiat Oncol Biol Phys","2021","2021/08/19","PMC8602741","NIHMS1745340","10.1016/j.ijrobp.2021.08.010"
"21905207","In vivo multispectral photoacoustic and photothermal flow cytometry with multicolor dyes: a potential for real-time assessment of circulation, dye-cell interaction, and blood volume","Proskurnin MA, Zhidkova TV, Volkov DS, Sarimollaoglu M, Galanzha EI, Mock D, Nedosekin DA, Zharov VP.","Cytometry A. 2011 Oct;79(10):834-47. doi: 10.1002/cyto.a.21127. Epub 2011 Sep 8.","Proskurnin MA","Cytometry A","2011","2011/09/10","PMC3320728","NIHMS336709","10.1002/cyto.a.21127"
"26603129","Synthesis and Testing of Modular Dual-Modality Nanoparticles for Magnetic Resonance and Multispectral Photoacoustic Imaging","Bogdanov AA Jr, Dixon AJ, Gupta S, Zhang L, Zheng S, Shazeeb MS, Zhang S, Klibanov AL.","Bioconjug Chem. 2016 Feb 17;27(2):383-90. doi: 10.1021/acs.bioconjchem.5b00633. Epub 2015 Dec 10.","Bogdanov AA Jr","Bioconjug Chem","2016","2015/11/26","PMC4913279","NIHMS792347","10.1021/acs.bioconjchem.5b00633"
"27014806","Rapid Degradation and High Renal Clearance of Cu3BiS3 Nanodots for Efficient Cancer Diagnosis and Photothermal Therapy in Vivo","Liu J, Wang P, Zhang X, Wang L, Wang D, Gu Z, Tang J, Guo M, Cao M, Zhou H, Liu Y, Chen C.","ACS Nano. 2016 Apr 26;10(4):4587-98. doi: 10.1021/acsnano.6b00745. Epub 2016 Mar 29.","Liu J","ACS Nano","2016","2016/03/26","","","10.1021/acsnano.6b00745"
"25504612","Transcriptional profiling identifies physicochemical properties of nanomaterials that are determinants of the in vivo pulmonary response","Halappanavar S, Saber AT, Decan N, Jensen KA, Wu D, Jacobsen NR, Guo C, Rogowski J, Koponen IK, Levin M, Madsen AM, Atluri R, Snitka V, Birkedal RK, Rickerby D, Williams A, Wallin H, Yauk CL, Vogel U.","Environ Mol Mutagen. 2015 Mar;56(2):245-64. doi: 10.1002/em.21936. Epub 2014 Dec 11.","Halappanavar S","Environ Mol Mutagen","2015","2014/12/16","","","10.1002/em.21936"
"34123056","NIR nanoprobe-facilitated cross-referencing manifestation of local disease biology for dynamic therapeutic response assessment","Wang Z, Ai X, Zhang Z, Wang Y, Wu X, Haindl R, Yeow EKL, Drexler W, Gao M, Xing B.","Chem Sci. 2019 Nov 27;11(3):803-811. doi: 10.1039/c9sc04909f.","Wang Z","Chem Sci","2019","2021/06/14","PMC8146619","","10.1039/c9sc04909f"
"26621694","Non-invasive in vitro and in vivo monitoring of degradation of fluorescently labeled hyaluronan hydrogels for tissue engineering applications","Zhang Y, Rossi F, Papa S, Violatto MB, Bigini P, Sorbona M, Redaelli F, Veglianese P, Hilborn J, Ossipov DA.","Acta Biomater. 2016 Jan;30:188-198. doi: 10.1016/j.actbio.2015.11.053. Epub 2015 Nov 24.","Zhang Y","Acta Biomater","2016","2015/12/02","","","10.1016/j.actbio.2015.11.053"
"31281527","Rod-shape MSN@MoS(2) Nanoplatform for FL/MSOT/CT Imaging-Guided Photothermal and Photodynamic Therapy","Yang L, Wang J, Yang S, Lu Q, Li P, Li N.","Theranostics. 2019 May 31;9(14):3992-4005. doi: 10.7150/thno.32715. eCollection 2019.","Yang L","Theranostics","2019","2019/07/09","PMC6592168","","10.7150/thno.32715"
"21198195","Optical imaging of tumor hypoxia dynamics","Palmer GM, Fontanella AN, Zhang G, Hanna G, Fraser CL, Dewhirst MW.","J Biomed Opt. 2010 Nov-Dec;15(6):066021. doi: 10.1117/1.3523363.","Palmer GM","J Biomed Opt","2010","2011/01/05","PMC3025596","","10.1117/1.3523363"
"31111787","Lung deposition patterns of MWCNT vary with degree of carboxylation","Holian A, Hamilton RF Jr, Wu Z, Deb S, Trout KL, Wang Z, Bhargava R, Mitra S.","Nanotoxicology. 2019 Mar;13(2):143-159. doi: 10.1080/17435390.2018.1530392.","Holian A","Nanotoxicology","2019","2019/05/22","PMC6530805","NIHMS1520196","10.1080/17435390.2018.1530392"
"35493688","In vivo selective imaging of metabolic glycosylation with a tetrazine-modified upconversion nanoprobe","Zhang R, Zheng J, Zhang T.","RSC Adv. 2020 Apr 21;10(27):15990-15996. doi: 10.1039/d0ra01832e. eCollection 2020 Apr 21.","Zhang R","RSC Adv","2020","2022/05/02","PMC9052955","","10.1039/d0ra01832e"
"31593431","Building Biological Flashlights: Orthogonal Luciferases and Luciferins for in Vivo Imaging","Williams SJ, Prescher JA.","Acc Chem Res. 2019 Nov 19;52(11):3039-3050. doi: 10.1021/acs.accounts.9b00391. Epub 2019 Oct 8.","Williams SJ","Acc Chem Res","2019","2019/10/09","PMC7055158","NIHMS1554878","10.1021/acs.accounts.9b00391"
"34929618","Hyperspectral microscopy of subcutaneously released silver nanoparticles reveals sex differences in drug distribution","Mahdieh Z, Postma B, Herritt LA, Hamilton RF Jr, Harkema JR, Holian A.","Micron. 2022 Feb;153:103193. doi: 10.1016/j.micron.2021.103193. Epub 2021 Dec 13.","Mahdieh Z","Micron","2022","2021/12/20","PMC8783642","NIHMS1767459","10.1016/j.micron.2021.103193"
"32753867","Assessment of Gold-Coated Iron Oxide Nanoparticles as Negative T2 Contrast Agent in Small Animal MRI Studies","Iancu SD, Albu C, Chiriac L, Moldovan R, Stefancu A, Moisoiu V, Coman V, Szabo L, Leopold N, Bálint Z.","Int J Nanomedicine. 2020 Jul 7;15:4811-4824. doi: 10.2147/IJN.S253184. eCollection 2020.","Iancu SD","Int J Nanomedicine","2020","2020/08/06","PMC7355080","","10.2147/IJN.S253184"
"33271456","Gas plasma-spurred wound healing is accompanied by regulation of focal adhesion, matrix remodeling, and tissue oxygenation","Schmidt A, Liebelt G, Nießner F, von Woedtke T, Bekeschus S.","Redox Biol. 2021 Jan;38:101809. doi: 10.1016/j.redox.2020.101809. Epub 2020 Nov 25.","Schmidt A","Redox Biol","2021","2020/12/03","PMC7710641","","10.1016/j.redox.2020.101809"
"32296254","Simultaneous extracellular and intracellular quantification of EGFR using paired-agent imaging in an in ovo tumor model","Samkoe KS, Schultz E, Solanki A, Wang L, Korber J, Tichauer KM, Gibbs SL.","Proc SPIE Int Soc Opt Eng. 2019 Feb;10859:108590F. doi: 10.1117/12.2510778. Epub 2019 Feb 28.","Samkoe KS","Proc SPIE Int Soc Opt Eng","2019","2020/04/17","PMC7158268","NIHMS1577914","10.1117/12.2510778"
"25951034","Hyperspectral diagnostic imaging of the cervix: report on a new investigational device","Parker MF, Mooradian GC, Karins JP, OʼConnor DM, Speer BA, Owensby PD, Velasco A.","J Low Genit Tract Dis. 2000 Jul;4(3):119-24. doi: 10.1046/j.1526-0976.2000.43001.x.","Parker MF","J Low Genit Tract Dis","2000","2015/05/08","","","10.1046/j.1526-0976.2000.43001.x"
"35835994","Multiscale optical and optoacoustic imaging of amyloid-β deposits in mice","Ni R, Chen Z, Deán-Ben XL, Voigt FF, Kirschenbaum D, Shi G, Villois A, Zhou Q, Crimi A, Arosio P, Nitsch RM, Nilsson KPR, Aguzzi A, Helmchen F, Klohs J, Razansky D.","Nat Biomed Eng. 2022 Sep;6(9):1031-1044. doi: 10.1038/s41551-022-00906-1. Epub 2022 Jul 14.","Ni R","Nat Biomed Eng","2022","2022/07/14","","","10.1038/s41551-022-00906-1"
"33634923","Quantitative Susceptibility Mapping Using a Multispectral Autoregressive Moving Average Model to Assess Hepatic Iron Overload","Tipirneni-Sajja A, Loeffler RB, Hankins JS, Morin C, Hillenbrand CM.","J Magn Reson Imaging. 2021 Sep;54(3):721-727. doi: 10.1002/jmri.27584. Epub 2021 Feb 26.","Tipirneni-Sajja A","J Magn Reson Imaging","2021","2021/02/26","PMC9223690","NIHMS1783408","10.1002/jmri.27584"
"22308093","In vivo measurements of diffuse reflectance and time-resolved autofluorescence emission spectra of basal cell carcinomas","Thompson AJ, Coda S, Sørensen MB, Kennedy G, Patalay R, Waitong-Brämming U, De Beule PA, Neil MA, Andersson-Engels S, Bendsøe N, French PM, Svanberg K, Dunsby C.","J Biophotonics. 2012 Mar;5(3):240-54. doi: 10.1002/jbio.201100126. Epub 2012 Feb 6.","Thompson AJ","J Biophotonics","2012","2012/02/07","","","10.1002/jbio.201100126"
"36610021","Characterization in respect to degradation of titanium-coated polypropylene surgical mesh explanted from humans","Farr NTH, Klosterhalfen B, Noé GK.","J Biomed Mater Res B Appl Biomater. 2023 Jan 7. doi: 10.1002/jbm.b.35221. Online ahead of print.","Farr NTH","J Biomed Mater Res B Appl Biomater","2023","2023/01/07","","","10.1002/jbm.b.35221"
"24124360","Enhanced penetration into 3D cell culture using two and three layered gold nanoparticles","England CG, Priest T, Zhang G, Sun X, Patel DN, McNally LR, van Berkel V, Gobin AM, Frieboes HB.","Int J Nanomedicine. 2013;8:3603-17. doi: 10.2147/IJN.S51668. Epub 2013 Oct 1.","England CG","Int J Nanomedicine","2013","2013/10/15","PMC3794839","","10.2147/IJN.S51668"
"35410629","Mapping of neuroinflammation-induced hypoxia in the spinal cord using optoacoustic imaging","Ramos-Vega M, Kjellman P, Todorov MI, Kylkilahti TM, Bäckström BT, Ertürk A, Madsen CD, Lundgaard I.","Acta Neuropathol Commun. 2022 Apr 11;10(1):51. doi: 10.1186/s40478-022-01337-4.","Ramos-Vega M","Acta Neuropathol Commun","2022","2022/04/12","PMC8996517","","10.1186/s40478-022-01337-4"
"36256822","Photoacoustic image-guided biomimetic nanoparticles targeting rheumatoid arthritis","Chen J, Zeng S, Xue Q, Hong Y, Liu L, Song L, Fang C, Zhang H, Wang B, Sedgwick AC, Zhang P, Sessler JL, Liu C, Chen J.","Proc Natl Acad Sci U S A. 2022 Oct 25;119(43):e2213373119. doi: 10.1073/pnas.2213373119. Epub 2022 Oct 18.","Chen J","Proc Natl Acad Sci U S A","2022","2022/10/18","PMC9618076","","10.1073/pnas.2213373119"
"20413154","EGFP-EGF1 protein-conjugated PEG-PLA nanoparticles for tissue factor targeted drug delivery","Mei H, Shi W, Pang Z, Wang H, Lu W, Jiang X, Deng J, Guo T, Hu Y.","Biomaterials. 2010 Jul;31(21):5619-26. doi: 10.1016/j.biomaterials.2010.03.055. Epub 2010 Apr 21.","Mei H","Biomaterials","2010","2010/04/24","","","10.1016/j.biomaterials.2010.03.055"
"26117186","The in vivo fate of nanoparticles and nanoparticle-loaded microcapsules after oral administration in mice: Evaluation of their potential for colon-specific delivery","Ma Y, Fuchs AV, Boase NR, Rolfe BE, Coombes AG, Thurecht KJ.","Eur J Pharm Biopharm. 2015 Aug;94:393-403. doi: 10.1016/j.ejpb.2015.06.014. Epub 2015 Jun 25.","Ma Y","Eur J Pharm Biopharm","2015","2015/06/29","","","10.1016/j.ejpb.2015.06.014"
"35311837","Hitchhiking probiotic vectors to deliver ultra-small hafnia nanoparticles for 'Color' gastrointestinal tract photon counting X-ray imaging","Ostadhossein F, Moitra P, Gunaseelan N, Nelappana M, Lowe C, Moghiseh M, Butler A, de Ruiter N, Mandalika H, Tripathi I, Misra SK, Pan D.","Nanoscale Horiz. 2022 May 3;7(5):533-542. doi: 10.1039/d1nh00626f.","Ostadhossein F","Nanoscale Horiz","2022","2022/03/21","","","10.1039/d1nh00626f"
"34199726","Simulated Gastric Digestion and In Vivo Intestinal Uptake of Orally Administered CuO Nanoparticles and TiO(2) E171 in Male and Female Rat Pups","Mortensen NP, Moreno Caffaro M, Aravamudhan S, Beeravalli L, Prattipati S, Snyder RW, Watson SL, Patel PR, Weber FX, Montgomery SA, Sumner SJ, Fennell TR.","Nanomaterials (Basel). 2021 Jun 4;11(6):1487. doi: 10.3390/nano11061487.","Mortensen NP","Nanomaterials (Basel)","2021","2021/07/02","PMC8230348","","10.3390/nano11061487"
"29576623","Optoacoustics delineates murine breast cancer models displaying angiogenesis and vascular mimicry","Quiros-Gonzalez I, Tomaszewski MR, Aitken SJ, Ansel-Bollepalli L, McDuffus LA, Gill M, Hacker L, Brunker J, Bohndiek SE.","Br J Cancer. 2018 Apr;118(8):1098-1106. doi: 10.1038/s41416-018-0033-x. Epub 2018 Mar 26.","Quiros-Gonzalez I","Br J Cancer","2018","2018/03/27","PMC5931091","","10.1038/s41416-018-0033-x"
"30882830","MSOT/CT/MR imaging-guided and hypoxia-maneuvered oxygen self-supply radiotherapy based on one-pot MnO(2)-mSiO(2)@Au nanoparticles","Wang S , You Q , Wang J , Song Y , Cheng Y , Wang Y , Yang S , Yang L , Li P , Lu Q , Yu M , Li N .","Nanoscale. 2019 Mar 28;11(13):6270-6284. doi: 10.1039/c9nr00918c.","Wang S","Nanoscale","2019","2019/03/19","","","10.1039/c9nr00918c"
"33320629","Rare-Earth-Doped Cerium Oxide Nanocubes for Biomedical Near-Infrared and Magnetic Resonance Imaging","D'Achille AE, Gonzalez-Rodriguez R, Campbell E, Lee BH, Coffer JL, Naumov AV.","ACS Biomater Sci Eng. 2020 Dec 14;6(12):6971-6980. doi: 10.1021/acsbiomaterials.0c01193. Epub 2020 Nov 24.","D'Achille AE","ACS Biomater Sci Eng","2020","2020/12/15","","","10.1021/acsbiomaterials.0c01193"
